time_period,area_id,lat,lon,population,traffic,green_space,crime_rate,avg_income,public_transport_access,air_quality_index,housing_density,commercial_area_percentage,healthcare_facilities,education_facilities,energy_consumption,water_usage,waste_generation,internet_connectivity,elderly_population_percentage
0,11,40.30143508793086,-73.49180122325929,52663,759,10.452808250854657,2.202410475655483,64754,80.95010461397155,69.73319745834587,105.21478558050656,47.32354690203218,8,7,943.0569898630611,111.88442486569696,40.695971594523265,64.53894084962356,28.11734045696407
0,12,41.754678706761965,-73.74205837228484,47843,6387,24.69944380583526,5.5520081159946235,107371,26.0829174830409,199.25073995158488,965.7651577759057,30.123205412319393,9,9,414.2886171513948,376.68005549160773,90.73992339573194,95.48345697060469,24.496888646440595
0,13,41.28406329230857,-73.91586003500495,33711,5639,27.0580714672853,6.0642905965958995,78354,37.22827665617431,188.0266884915557,973.9271983877642,17.776443863185957,14,18,537.0523782276039,251.7908643438113,99.50117163497386,67.03701010709382,5.451884090388022
0,14,40.98778743036687,-73.82117729077868,59871,6115,22.580945168640305,7.209399242521293,100271,56.830860333547164,18.734953565618497,374.0386450288392,16.934106545677643,14,6,981.0035724475082,269.0339688317548,91.54889089466987,77.37577462041715,13.751960192366893
0,15,41.29020672406113,-73.3310759403369,6600,8096,15.476608016657817,5.720041992091831,139616,4.360377175443375,198.9101021594682,475.2450688510335,17.580215380854135,6,3,772.9468965076725,478.88233116077896,39.767527420346234,82.11059867341959,19.307311729270957
0,16,41.96066316743209,-73.92465374399387,11492,1080,6.536419903360034,2.6847485689015684,115314,16.94927466860925,111.36025249167002,936.7932264191732,36.32134085037379,8,14,187.45884439369166,326.75325201462636,99.10484650938369,65.60336060946096,17.958241309093417
0,17,41.75474614385591,-73.2592313822458,79069,7443,17.031779330329325,2.965101436477985,79689,81.01133946791808,173.41446371602075,914.1081470309066,28.010407948742202,4,13,274.846558160838,81.92341264996745,45.71054444924995,62.030741241575875,27.165428723766496
0,18,40.05523354374741,-73.42113510449244,11966,953,10.516427356767226,1.550416167277442,80300,83.89335020693633,172.08092366233504,257.7488469107054,6.747563049324044,15,22,583.37418447699,196.9930588082184,84.50821034088298,70.86171663278968,29.131295759769245
0,19,40.91453032322746,-73.15797692498802,59335,7127,12.929263246643679,6.995122107671938,102615,72.60913337226616,195.17041589250692,521.1373448181834,19.533041282356066,17,24,343.74902613586676,247.53713931753626,17.061074320803936,61.0140297366183,29.066210366948127
0,20,41.671960241024415,-73.3040257939063,75740,1764,6.025535282054528,1.5643704267108605,76175,54.92266647061205,142.91918454001248,663.595402950554,17.59702536256743,16,29,764.1072250261917,299.4593236301303,65.05486716109169,76.7840024971116,11.193274737528936
0,21,40.711945357302525,-73.24215388953563,85664,9535,2.3340766186308297,0.40728802318970136,125981,97.95105286215086,35.0660539778677,26.989490813432734,39.351399035175994,7,4,255.88168291901366,245.23324215708786,45.86542609576361,84.63400392208865,20.877341271691094
0,22,40.09060801954409,-73.62538738537353,24289,2589,15.530156633542518,5.393774484000625,46364,16.29344270814297,14.113749480085968,645.9950854242525,6.193008974372981,12,18,616.03033750474,107.82515895525958,83.00837590624027,92.82557902975822,20.64849175253932
0,23,41.64085368754254,-73.34851522814222,83986,7823,8.94487269231288,2.145891197083741,33373,1.8221825651549728,18.88859215118568,686.1767056821933,8.203489180710305,8,29,860.3877798725091,60.472371081121636,83.30216343300422,71.27419099093599,7.954120690541407
0,24,41.3934743307283,-73.37105715322012,1412,7643,22.317060270312687,8.034809303848485,122920,54.79718832480873,84.69418846162371,572.8350809124587,30.91660588661381,3,16,214.92075648021904,162.5074021472471,62.24896111095189,94.68466428838889,19.04666730359434
0,25,40.47719371958068,-73.32015522009975,44286,3014,3.9905921962420456,9.025529066795666,44397,49.65611906830777,77.9236172438407,304.65882276421775,9.499319922283853,4,12,962.6873471948785,431.2144148430154,41.94146714164486,98.27203540505826,21.91924761060758
0,26,40.96504189928528,-73.50697434222819,9335,5080,3.6594202704959513,6.02440925901119,127203,67.25184560770384,150.474905887536,793.66325328859,40.53281642575492,13,21,544.9782742323233,75.90144200748992,59.4575994091362,77.66122005493509,27.192604568957496
0,27,40.70183002510416,-73.88293298357239,73267,7341,25.27195235288384,8.668687053108414,74261,8.410680611499743,140.193826291824,82.03537630055159,41.98370266806603,2,5,561.9935518231537,154.9526325910375,62.317487550410405,94.52554087956015,27.00899921596042
0,28,40.473370387364156,-73.09230629365145,2324,9447,11.156329154309093,7.0818119558319985,64578,77.71469159274368,111.68084994716101,429.97978915450653,45.78594732926312,7,3,328.31395648582486,232.3409390516377,61.432572268450954,89.63895443642673,24.17987132771429
0,29,41.64558070375339,-73.25578834305671,40298,604,11.871246806187418,2.8571208628186073,63591,52.83701212972092,87.2671663213112,804.0881565364667,49.00553009394219,13,29,390.4177494498253,69.53035248417774,93.21789972012364,96.76462861114638,11.324754199731029
0,30,41.3908222462133,-73.92456545291023,72726,1356,7.287464091008245,2.9449394683942987,82736,62.75580800840635,116.86286238462004,902.1464303860791,7.045087115365604,12,10,955.3703356689028,450.61870275091235,51.009107750714165,84.80530391206148,11.934529574528316
0,31,40.37624231944752,-73.53630159506002,85665,7583,17.92602724367529,0.7773463696498484,34835,98.62107444796028,139.63234280394903,540.7354026806792,18.92874273288475,13,28,343.86187826361686,109.93330635068736,16.858034163924685,97.62127308541534,15.41597644346198
0,32,41.16232524236165,-73.08082344816444,66545,2971,26.42318309184799,5.5158787254407,67892,2.6366974497252005,75.29267337560992,812.4477974740146,49.4274258191725,17,11,634.7176438169216,221.40088548395968,97.29229580331429,93.68475692542835,25.958217617778445
0,33,40.93738631958994,-73.58518049766234,1384,504,2.6348894028768863,8.647223762550531,48384,53.434627502946306,149.98214989399438,914.0340947350664,31.331728954646238,5,10,864.6826516096703,161.30664578443896,50.54897217790842,65.1663766060598,28.85127568146806
0,34,41.21234926890176,-73.77135719449653,38744,3519,8.791501978733914,0.2218474203030163,144937,52.03077009037933,154.46367834712785,524.9618661008734,43.34816751433431,12,5,179.5674010290819,406.3180277613348,63.09603074238725,79.201838680739,15.513394466626877
0,35,41.569336527888616,-73.36063864302575,93234,4630,27.191380701622162,6.1726371209729205,135185,35.058755880659696,117.98353737092661,398.321604648735,24.686371491067806,2,20,592.7016762092004,252.909701337247,91.94241505629458,71.91837806167803,18.09005690037528
0,36,41.395283742986926,-73.20352822432612,56479,3572,15.271372499306608,2.5824438829895833,132468,98.0032575285477,98.52361879857392,335.46409418463315,33.50303844425266,16,11,168.27699529779753,107.99587485979215,21.524125506199518,66.07610774049178,8.470679316235254
0,37,41.281749489606426,-73.81811991560086,42240,1987,14.744887567623298,6.675577385210271,105697,60.19353955409602,44.76981318126412,823.5727304760047,20.5287182520074,10,29,128.6242133366486,296.9218891433339,58.09811533592707,74.23965937087945,27.355431572398142
0,38,40.25749679659929,-73.66990048668984,82818,7340,3.6764270006336366,4.811453940562932,73221,8.17590319488719,174.71572482135545,921.663676526495,7.748508193468869,4,1,176.06530691261372,318.77513701494377,98.76312962801336,81.4636258394933,28.10104397768583
0,39,40.47223306623481,-73.24004459106241,68661,464,2.807899512826002,1.477390919062267,35126,68.71655054033312,168.88813452672576,752.1200696885015,6.371246873011737,18,26,418.7320037138129,228.7237246268371,19.43822498792328,89.49620824375276,9.557096961898951
0,40,41.12793018403767,-73.15929001412206,7229,7741,16.524731356450182,2.332164115498012,33596,59.359245355404866,135.8204638288979,791.2795262212649,27.429898951807576,15,4,583.395887636693,314.0785031093956,77.0895526765897,77.26638184918718,8.189507569889095
0,41,40.56755181159745,-73.63691770360137,55553,1861,8.08624150847498,4.982476978489402,142581,60.577481935688716,47.4453583471989,110.7646478941997,11.87866126329494,16,4,865.7357660525316,89.54943104306474,82.52783980670291,62.22613957427902,26.05785088245454
0,42,40.103270955749025,-73.98175751857164,5324,9211,4.249128162873518,3.9785559904574166,109579,91.73956130855316,1.0600012795210834,975.3164913156911,27.0836950666453,6,19,838.7753258380174,373.3057718764491,58.15330588404195,79.06477936505648,25.96456396756562
0,43,40.41015512029892,-73.03200593349577,65323,9015,15.720700981849195,2.4240973241508024,97584,61.06200424416326,57.726110648051154,585.4258392083862,11.946322187339103,4,13,579.3304892964272,73.3205915700921,40.294385037452855,65.37658707755897,6.584374261819193
0,44,41.97992046477989,-73.67764615502527,35387,8612,5.025918429818591,0.027108994143296705,147512,59.56387406078443,94.31523771003168,417.7225050057958,20.69907199443479,17,5,847.5574670089562,484.26210979993067,21.186750113699027,89.23469900814577,28.458511420525944
0,45,40.36246613233132,-73.93350373263323,6415,3491,17.659720282217446,8.41828776758272,38007,82.79408871774919,150.1003849530627,801.5417596103205,42.13097045117588,5,5,312.1225714584998,335.1913536740798,91.70795174162643,72.64786329185978,19.707666894876418
0,46,41.365964126834264,-73.54805139870096,30287,7043,14.417713784418586,3.0137787416414206,117062,43.874467538833905,115.49725418122514,361.80882730021193,22.616694959067587,2,14,159.95720115173526,153.06142591615836,58.8564379552068,77.2611257254577,13.320394647812106
0,47,41.4610982736186,-73.30628239259666,57819,5842,18.98210992192689,5.334610919763215,39446,57.315084925738866,199.53852318476865,754.8790888384344,36.814120755955656,1,4,612.9007163841849,393.1064085833107,88.90890730855745,73.6832699486363,25.53143261680032
0,48,40.22126347391041,-73.15354770826548,72895,7963,15.566362076413375,5.398606371128367,44382,40.89551770854932,154.37639611964903,22.08104159486407,31.929921554235214,4,4,744.5611672596569,319.5632141497969,84.41189450281705,98.36299178256111,13.563106429463584
0,49,40.45470196605997,-73.57640313757952,77077,8654,5.447190690366326,5.862298320167972,139777,61.14542354346478,3.6220367641681017,873.40266985471,46.94532271176256,4,16,726.9857414892031,465.1247215297831,73.65147708820587,66.10156171657046,19.40720900417033
0,50,41.21343009276571,-73.57586932869762,45327,3468,27.841486874296514,4.508393714041321,106589,23.59060345950812,33.10410207345795,194.4576706991795,42.687085505112144,1,22,566.9542514134649,316.07394608521815,45.910243348311724,62.19046555288125,13.379931041147524
0,51,41.60570689719602,-73.9953679769954,14224,8070,12.546892114137355,5.373956029379229,138618,92.29602317984849,93.14002446376264,486.0286083081828,46.33046262226855,11,27,507.19556451942407,113.38565917090995,25.874828785560098,79.9347109095792,15.473136237613698
0,52,41.8296918021362,-73.63760610088336,95270,4857,7.3828192083518145,2.126807843412263,57696,17.803596686975144,192.21406349389102,157.17610047558182,23.658085567716068,8,17,369.6363205898293,189.4716168208749,45.75863039118381,77.07155621346998,24.994550551856737
0,53,40.698773998098666,-73.53176817155862,28952,4624,11.95405247576491,8.36564813292333,119106,6.570863942835237,155.1055233390021,458.7559464005473,28.597562119741102,17,18,547.3107539391241,394.4103264798083,19.268333139818395,73.37451245241928,6.88758409509723
0,54,41.5064924414949,-73.7276981452797,76629,6405,12.853290961844795,0.2538635566034486,135947,83.97888594565705,173.3987520023047,413.90465041119626,29.827516786670287,3,24,276.50178972410754,277.4785455977152,63.55440817303786,73.57084983584764,19.236087944087508
0,55,41.77492096502701,-73.44327841521664,80111,8070,8.051993538984169,7.2226693185565916,90535,80.6850148962586,192.52986371097492,944.9656283215007,11.348683194997111,14,23,906.7022366690078,55.850865579831215,17.695767776902127,68.31545020584109,5.663305096845493
0,56,40.36287087017959,-73.41695843903031,32419,4277,26.88747962123227,8.17443561738441,117955,33.58658571498351,165.02146628453195,369.4286200731396,6.540264986923811,5,5,468.47048697211636,298.4212313833911,49.2513876221785,71.7786303816767,28.711332674053917
0,57,41.527211588319524,-73.85988682423354,49285,2779,29.575652055010305,4.710654526938144,67599,42.52135044692334,4.49386166402348,275.99058579109663,29.373539659739013,13,25,332.09891688988205,112.71023333277085,85.14372131193691,99.37608722814208,18.142254557567146
0,58,40.343358571696605,-73.72769267348063,82994,7081,27.51466539025447,1.1775108289014113,68243,49.809075351100574,13.435079983142018,411.19560714741186,27.385920229095078,12,23,195.92085711580694,113.00834239720206,33.73154223711548,70.65993573483529,23.30461446147656
0,59,40.501461321123195,-73.36690193664255,48924,8746,17.62553696720262,8.381069631782958,131332,38.31385282494975,103.78354105656751,56.496307107304496,12.482751594023574,11,1,174.51880113261382,321.4184492598747,32.081419871318886,75.57182456167907,12.217343419267497
0,60,40.711345432929896,-73.28095409481575,12046,9542,28.529897114675205,3.9664937305205425,98247,93.6829739324758,146.51441944205007,222.79097480484918,6.40324107775781,19,3,857.376694279039,430.8835321915508,95.97126814511311,66.18688563532945,20.58331377262477
0,61,40.94847461740074,-73.65561626795576,36111,5236,12.971012967595815,7.049255496889531,113559,43.48273386037462,49.280406647821366,820.9112944974577,40.97371455360407,12,19,344.9306235069664,315.60380009108917,42.48765072460241,63.66328293306537,27.93283938655607
0,62,40.27363726183792,-73.0497626461792,95006,8082,3.5144511440033246,9.581707930039304,30338,73.22248864095612,161.31222957228994,662.1955330436102,36.15244540330336,6,8,324.70120797326734,270.2412336394132,29.908849763764202,99.50672031986588,28.601483492165332
0,63,40.078853622737014,-73.2944248274843,71342,8692,6.236685008692673,5.679452305526294,124457,31.285485650558755,24.104515757292887,733.7134347436988,13.666956250353369,8,18,479.5863937574613,407.9038270815938,77.05580933081984,62.195304585859,16.3785921259039
0,64,41.04486915214234,-73.35545334937417,90613,9474,11.57622023426187,5.60677194003514,87132,7.695320162920916,139.25775517562795,346.4762141303855,37.614504718794265,12,7,383.7613040475493,292.77108156890176,81.16508483550672,72.7501001172828,20.647284410925227
0,65,41.77195549647237,-73.3841368118177,81765,8602,14.39634266669204,9.903413133417772,132650,87.47016726841994,105.7874268054424,939.6770215277672,40.94524560981494,7,14,415.64063390653916,395.2347300190071,46.1737822248318,79.19502481215636,20.68763658045925
0,66,41.74735422837268,-73.01591653080071,51072,8290,13.219353066035035,7.375823015888915,62733,0.3346362042979223,93.46215330753051,304.03284769033337,43.37698197613556,18,5,137.8838706727257,58.04327063003622,98.89501507624284,77.1109253494345,14.608166178992041
0,67,41.359294565386136,-73.78174611213494,44001,1928,23.80400541805101,0.8941100231225951,67573,98.23305150800816,176.8397956263006,604.7904619777761,45.66757852288717,2,25,769.0175406042617,79.24388426730232,46.142221278293874,93.51302941132982,10.764229895125474
0,68,41.66128503550125,-73.87966123796501,41042,924,7.3941000630350855,1.8643826214425452,85554,82.62056957939659,160.15393742597502,633.4801437661915,14.734581036644908,9,3,637.5466651873069,286.26417538712064,33.42100311563746,80.60991697258903,17.279658521715664
0,69,41.99267155161345,-73.10256385195379,8906,4976,7.490710829856069,5.3697442289341355,89720,89.49214412278398,172.02536328358477,462.8577767959702,22.602639473617092,9,3,960.086348406778,437.9574277694528,82.85644672523902,86.20967922556088,18.771434265228482
0,70,40.17397351982282,-73.5915467869293,34742,4233,8.53285972904946,7.234201136885849,142217,53.26025194007621,192.42439451840997,118.37417145390936,45.25159689356303,13,17,155.36532361531155,447.3078211118576,56.4471118399255,96.2605487777832,19.282973547989354
0,71,41.32422402021313,-73.45622109200261,93108,1412,26.480269604299583,7.974260216069281,49623,24.528553225533457,31.468131940505195,168.7961042767714,20.030399543535705,13,25,937.0813154587648,97.6253422228628,72.90916642356288,67.56886159140024,27.040928319258754
0,72,41.92263057636981,-73.53452999123002,55302,7661,24.778460604834905,2.286251615249235,72534,16.07598960483082,163.59340482381245,833.8128361781645,27.83604801923763,7,2,358.3343198574215,327.617113269084,98.30675602246811,85.27254108066674,11.495089526603994
0,73,41.26801140619922,-73.46001462028414,2007,5545,9.216945499701866,0.1842771873821747,117272,96.29920038589947,68.37443320773721,636.2956742026087,46.94126474795078,4,20,719.097150070732,80.52667659732735,37.086721025213464,88.32688354581126,6.683765036719293
0,74,41.164340920352544,-73.65411694304704,21953,6453,26.27456737841891,9.734889691773969,54860,44.59583070103215,129.51472868038152,598.4519006362599,22.26255171825298,11,1,391.24919723458714,269.8894356820996,79.33666760270138,87.33181506426021,16.14756765941871
0,75,40.54725333256333,-73.00287549984229,15288,7366,14.09022370556059,1.6362382119166918,71846,82.59207657998967,59.674886197998525,841.5476930257472,39.777025100756205,11,27,881.2488902790636,483.45649404805937,12.81720823727646,89.25080267894742,27.73811277369546
0,76,41.714720184185,-73.03547952772979,64416,5726,12.870686183136247,8.940992036791345,49982,74.58370120309642,40.07182870974253,869.4415853556256,37.17158180910114,18,15,524.3792140922615,294.45476260548116,24.332116445133803,68.14804997105097,7.2791122601547915
0,77,40.30731607632222,-73.54630636539471,86553,6442,19.160389327311048,1.3124487768238757,137188,91.18360349599111,193.50225272275554,193.6042859298878,25.794378084454728,14,7,212.66721298229538,358.5043792530371,48.72753054095164,68.02098906801346,17.289863668535922
0,78,40.128417874150266,-73.4180285980856,50268,2533,24.129213918478456,3.1036195892357377,115708,14.958064266756576,92.91971932716203,683.6520600957319,22.799528774598592,15,6,362.4963208383729,362.74184875694414,87.41101574702842,91.194039555734,5.990470633708929
0,79,40.96101389451566,-73.89506982158183,44408,6831,29.61321520474725,1.4249554290151323,104319,48.23563815515916,42.06991598377372,352.5564019683912,39.91121311068302,18,28,165.17464493170735,290.4089926894003,89.428013723764,63.30034137761685,25.612851172420847
0,80,40.71560270185654,-73.67790529778067,82061,7114,6.824913606006531,6.9319394082268095,98577,4.118349527927167,134.07709167088245,952.0344746117737,10.58989850276267,6,9,942.5910216193208,73.38707764316258,58.71667017709634,88.36242077803666,26.77422809365214
0,81,41.428173864264856,-73.19827191693021,14629,8542,15.047554979647177,6.608201182992507,128511,54.75923761537362,163.45955399249874,457.79510167311713,33.96099628384363,9,28,758.4305695797987,86.7334919137653,15.431687559150742,69.88412936040586,8.98861700282971
0,82,41.743567133184406,-73.78078601264195,21022,9041,10.769977961362098,1.8211791568869928,140198,43.36553339563889,8.732331541472238,170.05581870533462,5.938751268119215,19,22,399.08316281959804,294.1153860737154,54.394916210541965,63.26105958209707,15.081534028095795
0,83,40.441122249844646,-73.58160021133234,99656,9194,14.416065745440173,8.682725054083805,144846,41.59073661469408,169.24905840380987,632.4771700238856,38.09076343995887,18,17,562.5962810278525,314.62627014053567,12.645500118085657,75.82060679396061,20.15471783902929
0,84,41.19544713051173,-73.20704390539437,46350,1494,9.231781329650705,3.5915102966623147,148402,62.296658356348274,126.31204401850411,735.7818921911281,10.920545830726692,8,4,918.1292685990769,130.85739899160887,31.378899243148986,98.85580376166558,9.524423817737244
0,85,41.70877018673916,-73.50772214355196,36133,1625,26.251747136902832,4.453052550026655,100135,57.941489934350074,132.52425580166408,104.30889287508003,34.34554604886971,2,3,691.062998087163,196.3355289011127,79.61258131179406,65.23494642873399,29.245526126963618
0,86,40.90757908276728,-73.76394953665354,45738,729,5.922979247538682,5.197739485560176,106619,82.88833658826094,86.17750473236119,256.2271298617536,32.77152439718135,1,25,250.33771711085487,125.42864732974294,13.300428424018868,89.45608060262562,21.595113190545128
0,87,40.94926175149963,-73.1558295510308,27155,2303,26.062269152550897,5.581402495938629,113194,11.191961939772789,53.949922303397926,66.5159875284217,28.90262876004644,1,23,302.231059275412,131.00469686272555,17.970002580091723,64.13235828496063,19.61676751106472
0,88,41.37641573173319,-73.6026210115356,36057,1339,20.893064343506538,0.17379790185479638,75272,63.91199378155004,173.58365890400444,460.1924570775205,28.20182128606626,18,23,700.1778317914939,112.8430646403408,12.697623088541015,72.31719766364763,22.617019068416166
0,89,40.403706904245894,-73.32656756667508,11225,9656,3.7231207578931333,6.726021182251262,135823,23.456129333482867,192.6693665640798,262.7534594811475,34.7734557667016,11,10,115.76439177585601,159.86628069006844,84.7789472207535,94.58435343820148,24.21298411309478
0,90,40.22621963815315,-73.20448962830359,31659,3172,7.254579419533798,6.5888547023265716,49508,66.69715169909072,115.43704734234963,355.0879305695508,12.16793503592623,6,9,879.7948007748809,497.00162181138285,77.71849863540153,63.61926781148203,12.217139888265953
0,91,40.2182192635315,-73.34948835220828,30165,1767,20.360208181343957,8.078459419412585,103297,87.78911590413276,63.43914335307972,870.2116192851653,21.905251334677693,7,25,395.54310509657296,333.5939367481149,64.8848624948825,82.53755709393835,14.510492605819943
0,92,41.096999443302956,-73.40351452501457,9927,6159,1.4253446543416506,5.870617077011509,106743,66.82127985550163,123.8980692019229,468.85910336256666,22.09036010806534,8,16,862.4506252353168,461.4064321781615,83.23896594876278,64.35673367386926,8.724796399254867
0,93,41.05324759453792,-73.75393034120201,47819,8334,23.18161458472172,8.129857387160936,89889,71.54909070992744,104.24682649706686,824.1694846288875,24.3887941192115,16,15,164.15224304964752,479.59701351498836,68.92237732882134,75.20298035748822,9.928853164321934
0,94,40.9583664588872,-73.8054416768147,47413,6112,18.903200964976254,5.230847245817847,122653,30.728996492628657,160.60517956653268,543.7696639085019,19.008846462020166,4,18,459.9146861237406,489.5263573981605,84.08566140360942,80.89924162064473,8.080566354304151
0,95,41.71883158656118,-73.20021890457598,64646,3754,9.563070387388992,7.9340725814783735,104172,25.656278370136377,192.58537504751595,488.71019025272545,41.26966473988212,1,12,139.07127956933726,334.91811901731006,95.62630079859913,84.06447280585326,25.479721485669756
0,96,41.76841292669682,-73.77192022805107,38384,109,6.068429841993938,3.607725191105998,61401,90.00231233980112,70.68427586054362,244.50185338473725,40.123648185973785,18,24,840.3528866623105,240.68221414194326,70.07949093623233,63.82141255338673,20.596483116914325
0,97,40.90353535747446,-73.41339153682452,65174,9876,22.36933860338128,8.627970775432285,47014,53.53581018426608,35.689193045554426,319.14906818830804,15.361077579254147,7,11,308.7523865043779,225.9076981574816,63.50287016675557,79.87067435436677,29.694638005372184
0,98,40.272879505113465,-73.30485544595241,95018,9869,13.417788832842827,7.175977656581763,128032,1.582109176558244,68.21800489484411,820.5199865480404,32.144873459601754,6,10,914.9723130967064,397.6802273522221,33.84059025130601,85.81159350102868,19.89376820472392
0,99,40.80237582807796,-73.6330439207952,69008,807,13.829888157939415,8.31863113251422,100587,80.03565078223616,46.7424163820866,544.6117954584655,44.60355894026562,18,3,579.6620078962018,195.95018890191903,39.97017217523781,86.77947820792761,29.853484030529188
0,100,41.323678379698755,-73.44221658262998,10686,4311,2.744127935422771,5.6229681587790985,90963,96.16657359548132,126.99200911820662,757.2894417414393,12.671507217826289,10,25,839.6257995109781,50.55650589173425,37.076779751792955,99.24945497377215,16.872163587655464
1,1,40.765052560488016,-73.88017099798235,56922,9832,22.37822652521005,7.685998047885084,48752,84.20332943764213,104.19159545440844,627.3498311227321,9.010599445220748,7,1,647.6377713938122,278.0772943192172,24.337361855708227,62.524361323166005,7.941225711838966
1,2,40.4547146001922,-73.65832549810308,85328,440,11.043331289081102,2.3905533219726562,114416,30.552431065802356,79.39630341485669,452.7305150997873,32.02674500122778,6,3,807.648361081385,308.564322042995,60.99178259542767,75.64171052232697,17.528824979550244
1,3,40.79435755485842,-73.46026738124006,88468,1926,20.554810385862403,5.324811925594261,103165,80.59254001176211,158.0060872614123,311.6323477070604,8.641367737306348,3,2,238.41203470122798,150.62649552334005,96.15905991051285,82.92165715723397,28.31826851190637
1,4,41.15032670099325,-73.52064555986215,30984,4359,18.58475738856789,1.3919802461752984,61055,76.48098009029954,34.96772545208251,507.540415698808,22.93983624975409,13,21,209.58572001274732,265.20531037163255,55.549679936207575,69.3020543346152,6.999134858982549
1,5,41.553447260943386,-73.87796494787561,95299,8834,15.67811402236708,4.3951168863291015,85099,85.14486375512654,0.06650122409788128,27.51093151712465,32.11489237292892,19,19,607.9969816109942,136.30210501633726,29.05798155989305,79.38406348075459,23.856338608596577
1,6,41.23899550281517,-73.70264495176316,38846,5548,23.698185181580328,2.6538740918819457,36406,69.2161341694132,12.458359626012538,514.3279068682918,49.85135842338396,17,5,653.6974944079097,187.81412935397526,66.15062526624746,81.08165855646607,15.652084597259288
1,7,40.2614207534804,-73.11339578475953,72229,867,6.6440528428021866,3.677593508772896,56715,48.163484653486236,35.37742902877088,393.2079727322745,48.372002396705795,2,27,476.7225594615418,405.6519811370666,62.393340680197504,87.23899308952979,9.742371204366929
1,8,41.23789638601544,-73.67649960508852,60353,8533,19.24966537431135,1.988562777752959,77076,95.95766443210334,97.57080878527249,118.63883669072847,29.65817700381618,4,2,392.20833420105396,381.81068482450985,52.84163164318899,75.03553140583077,14.861906964250883
1,9,40.91889353681197,-73.21498345616294,54352,116,20.10207224001586,9.428311414132617,94641,43.760312405539196,50.934124409210234,842.4628636316634,6.7291857033046245,8,21,842.6189763358334,272.9534465574418,44.77140188634839,78.00497729679039,10.674117359134105
1,10,41.778781832257685,-73.54938034327024,57492,7183,15.85443570356756,6.802277792083533,100476,3.8021848237454914,149.24145149636772,662.445178861644,41.095875115741435,3,24,132.01378033199353,278.8606802514103,44.883570833449255,78.47787746683824,29.78971022175685
1,11,41.94149991534134,-73.0576846103268,65027,8854,6.049170724688446,0.9839564971339732,134797,83.05344564048399,13.742566503653553,430.05391702603924,8.71779485566709,16,28,909.0107416056119,402.1182160537721,30.505817578879896,99.03963398395169,21.68375995116071
1,12,40.02085539879481,-73.74458651531478,7979,9905,3.008374882289938,9.59826518075929,91558,4.195122343163627,193.69775551887676,800.7270497380289,18.176991651543414,8,2,641.6934306726899,312.0901961932609,77.3265861486579,92.4707915236055,21.411965183287567
